Accident_ID,Date_Time,Location,Weather_Condition,Road_Condition,Vehicle_Type,Accident_Severity,Number_of_Vehicles,Casualties,Traffic_Density
14c04048,2024-05-06 07:00:00,Industrial Area,Fog,Dry,Motorcycle,Minor,3,8,High
997fc095,2024-05-06 08:00:00,Downtown,Rain,Dry,Car,Moderate,4,4,Low
ab6a1e9d,2024-05-06 09:00:00,Residential Zone,Storm,Under Construction,Car,Moderate,2,7,Moderate
7d19882c,2024-05-06 10:00:00,Suburbs,Fog,Under Construction,Car,Minor,4,4,Low
f3f04694,2024-05-06 11:00:00,Industrial Area,Clear,Icy,Truck,Minor,2,4,High
82e898a1,2024-05-06 12:00:00,Suburbs,Storm,Wet,Car,Moderate,2,6,Low
b4c28d41,2024-05-06 13:00:00,Downtown,Snow,Under Construction,Motorcycle,Fatal,2,1,High
7ca0126f,2024-05-06 14:00:00,Highway,Clear,Dry,Bus,Severe,1,1,High
e8e775b0,2024-05-06 15:00:00,Residential Zone,Storm,Under Construction,Car,Severe,2,8,High
68aef61e,2024-05-06 16:00:00,Downtown,Rain,Dry,Bicycle,Minor,2,2,Low
a0793fee,2024-05-06 17:00:00,Industrial Area,Storm,Dry,Truck,Moderate,4,7,High
b93884be,2024-05-06 18:00:00,Highway,Fog,Dry,Motorcycle,Severe,2,8,Low
388adc6b,2024-05-06 19:00:00,Industrial Area,Fog,Wet,Bicycle,Minor,1,9,Low
b5a72c7a,2024-05-06 20:00:00,Residential Zone,Fog,Under Construction,Bicycle,Fatal,3,5,Low
115f959a,2024-05-06 21:00:00,Residential Zone,Rain,Icy,Bus,Fatal,2,6,Moderate
e11a6dc1,2024-05-06 22:00:00,Highway,Clear,Wet,Bicycle,Moderate,4,2,Moderate
279fe2c3,2024-05-06 23:00:00,Industrial Area,Fog,Wet,Car,Moderate,2,1,Moderate
8d51997c,2024-05-07 00:00:00,Industrial Area,Storm,Wet,Bicycle,Fatal,2,0,Low
5c06582c,2024-05-07 01:00:00,Residential Zone,Rain,Wet,Bicycle,Moderate,4,8,Moderate
f6adbfff,2024-05-07 02:00:00,Suburbs,Rain,Wet,Car,Fatal,1,0,High
9d957ed4,2024-05-07 03:00:00,Downtown,Storm,Dry,Bus,Minor,2,0,High
79a5c07c,2024-05-07 04:00:00,Downtown,Storm,Dry,Bicycle,Minor,2,0,High
44aadde5,2024-05-07 05:00:00,Industrial Area,Rain,Icy,Car,Severe,3,4,Low
12b41ff6,2024-05-07 06:00:00,Downtown,Fog,Under Construction,Bicycle,Moderate,1,2,Moderate
1bf8dfca,2024-05-07 07:00:00,Residential Zone,Rain,Dry,Bus,Minor,4,9,High
8c8883e6,2024-05-07 08:00:00,Highway,Clear,Dry,Bicycle,Fatal,3,9,Moderate
11d5a5d2,2024-05-07 09:00:00,Residential Zone,Snow,Dry,Car,Minor,1,5,Moderate
16c66246,2024-05-07 10:00:00,Downtown,Rain,Dry,Bus,Severe,2,1,Moderate
8b415488,2024-05-07 11:00:00,Industrial Area,Storm,Under Construction,Car,Minor,4,6,Low
495a7f52,2024-05-07 12:00:00,Highway,Storm,Dry,Truck,Minor,4,1,Moderate
df1ae9b9,2024-05-07 13:00:00,Residential Zone,Fog,Dry,Bus,Minor,1,0,Moderate
eb8923ff,2024-05-07 14:00:00,Highway,Clear,Wet,Car,Severe,2,1,Low
88782811,2024-05-07 15:00:00,Downtown,Fog,Wet,Car,Minor,1,3,High
20d36941,2024-05-07 16:00:00,Highway,Storm,Wet,Motorcycle,Fatal,4,7,Low
e3f229cf,2024-05-07 17:00:00,Suburbs,Storm,Wet,Car,Severe,1,7,High
4c7186c1,2024-05-07 18:00:00,Residential Zone,Fog,Icy,Bus,Severe,3,0,Low
2ca4e5fa,2024-05-07 19:00:00,Residential Zone,Fog,Icy,Motorcycle,Minor,3,0,Low
a9e66c7f,2024-05-07 20:00:00,Industrial Area,Rain,Under Construction,Motorcycle,Minor,2,2,High
1d33bff1,2024-05-07 21:00:00,Industrial Area,Rain,Under Construction,Bicycle,Severe,1,4,High
295050c6,2024-05-07 22:00:00,Residential Zone,Snow,Under Construction,Car,Moderate,2,2,Moderate
e3f95834,2024-05-07 23:00:00,Highway,Clear,Wet,Bus,Minor,2,7,High
c6ef8cc7,2024-05-08 00:00:00,Residential Zone,Storm,Dry,Truck,Minor,2,5,Low
7c487156,2024-05-08 01:00:00,Downtown,Rain,Wet,Motorcycle,Minor,4,3,Moderate
e405e7fb,2024-05-08 02:00:00,Downtown,Snow,Icy,Bus,Severe,4,0,High
bb8e8908,2024-05-08 03:00:00,Residential Zone,Clear,Icy,Bicycle,Severe,1,1,Moderate
d15b6cee,2024-05-08 04:00:00,Downtown,Clear,Wet,Bus,Minor,2,1,High
f709800a,2024-05-08 05:00:00,Industrial Area,Storm,Icy,Motorcycle,Moderate,3,9,Low
beb0bd82,2024-05-08 06:00:00,Downtown,Storm,Under Construction,Truck,Minor,1,7,High
55672224,2024-05-08 07:00:00,Downtown,Fog,Icy,Bicycle,Severe,4,1,High
06c19121,2024-05-08 08:00:00,Industrial Area,Clear,Dry,Bicycle,Minor,4,4,Low
50dba69c,2024-05-08 09:00:00,Residential Zone,Fog,Under Construction,Truck,Fatal,2,3,High
83d13b4c,2024-05-08 10:00:00,Downtown,Clear,Dry,Truck,Moderate,4,8,High
4ebb41ec,2024-05-08 11:00:00,Industrial Area,Storm,Wet,Car,Moderate,2,7,High
0292ebc4,2024-05-08 12:00:00,Downtown,Rain,Icy,Car,Severe,2,5,High
8087ee01,2024-05-08 13:00:00,Highway,Storm,Icy,Motorcycle,Minor,2,3,Moderate
2a9a68e1,2024-05-08 14:00:00,Highway,Snow,Dry,Motorcycle,Minor,2,8,High
af03ce2d,2024-05-08 15:00:00,Industrial Area,Rain,Wet,Motorcycle,Minor,3,6,Moderate
4ee10a2d,2024-05-08 16:00:00,Suburbs,Fog,Wet,Car,Moderate,3,2,High
07ca13af,2024-05-08 17:00:00,Suburbs,Storm,Wet,Car,Severe,2,1,High
16651b06,2024-05-08 18:00:00,Residential Zone,Storm,Wet,Motorcycle,Fatal,3,5,High
83e77cd6,2024-05-08 19:00:00,Residential Zone,Storm,Icy,Bus,Minor,3,3,Low
8f9095e5,2024-05-08 20:00:00,Industrial Area,Snow,Under Construction,Motorcycle,Severe,1,3,High
76c9310e,2024-05-08 21:00:00,Highway,Clear,Dry,Motorcycle,Moderate,1,9,Moderate
dc2e5330,2024-05-08 22:00:00,Industrial Area,Snow,Under Construction,Bus,Severe,1,7,High
f6c5e660,2024-05-08 23:00:00,Residential Zone,Fog,Wet,Bicycle,Moderate,3,2,High
cf5b7bfc,2024-05-09 00:00:00,Residential Zone,Clear,Under Construction,Motorcycle,Fatal,4,4,Low
27fbf280,2024-05-09 01:00:00,Industrial Area,Fog,Wet,Car,Fatal,2,5,High
4e7a84de,2024-05-09 02:00:00,Downtown,Snow,Wet,Car,Moderate,1,3,Moderate
7cdf74ef,2024-05-09 03:00:00,Residential Zone,Storm,Icy,Car,Moderate,3,2,High
2d2cdfc3,2024-05-09 04:00:00,Highway,Clear,Icy,Bicycle,Moderate,4,8,High
d4903977,2024-05-09 05:00:00,Suburbs,Fog,Wet,Truck,Severe,2,9,High
850d78d5,2024-05-09 06:00:00,Suburbs,Snow,Under Construction,Bus,Fatal,4,3,High
186b9afe,2024-05-09 07:00:00,Highway,Snow,Icy,Bus,Severe,4,9,Low
2d61f7a3,2024-05-09 08:00:00,Highway,Storm,Icy,Bus,Fatal,1,9,Moderate
4a85d2a5,2024-05-09 09:00:00,Highway,Storm,Wet,Truck,Minor,3,0,High
ea13d4d3,2024-05-09 10:00:00,Residential Zone,Fog,Under Construction,Truck,Minor,4,8,Low
de7fde60,2024-05-09 11:00:00,Downtown,Clear,Under Construction,Motorcycle,Minor,1,4,Low
e007713b,2024-05-09 12:00:00,Downtown,Clear,Wet,Motorcycle,Moderate,1,7,Low
c672630c,2024-05-09 13:00:00,Suburbs,Storm,Under Construction,Bicycle,Fatal,1,6,Moderate
1fcdecbd,2024-05-09 14:00:00,Suburbs,Clear,Dry,Bus,Moderate,1,2,High
af3817bf,2024-05-09 15:00:00,Highway,Clear,Icy,Bus,Severe,3,7,High
db42fd60,2024-05-09 16:00:00,Highway,Clear,Dry,Bus,Moderate,1,8,Low
c066b871,2024-05-09 17:00:00,Highway,Clear,Under Construction,Car,Severe,1,3,Low
339c13bc,2024-05-09 18:00:00,Downtown,Snow,Dry,Bus,Fatal,3,4,Low
94bf5f89,2024-05-09 19:00:00,Highway,Snow,Wet,Motorcycle,Minor,2,3,High
32df209f,2024-05-09 20:00:00,Residential Zone,Fog,Under Construction,Truck,Minor,4,9,High
6a9fb05b,2024-05-09 21:00:00,Downtown,Storm,Icy,Bus,Severe,1,6,High
da114c6a,2024-05-09 22:00:00,Suburbs,Rain,Icy,Bicycle,Fatal,2,1,Low
7601f4f2,2024-05-09 23:00:00,Downtown,Fog,Wet,Truck,Moderate,4,5,Low
9628edb1,2024-05-10 00:00:00,Industrial Area,Snow,Wet,Car,Moderate,2,6,Moderate
562344eb,2024-05-10 01:00:00,Downtown,Clear,Icy,Bicycle,Severe,2,3,High
822e569e,2024-05-10 02:00:00,Residential Zone,Clear,Wet,Motorcycle,Minor,2,4,Moderate
4f54b7eb,2024-05-10 03:00:00,Suburbs,Clear,Dry,Truck,Moderate,3,6,High
fee3519a,2024-05-10 04:00:00,Downtown,Rain,Wet,Bicycle,Fatal,1,1,Moderate
02112f29,2024-05-10 05:00:00,Industrial Area,Storm,Dry,Truck,Severe,2,3,Low
176faa1c,2024-05-10 06:00:00,Residential Zone,Clear,Wet,Truck,Minor,1,6,High
6cd28b6d,2024-05-10 07:00:00,Highway,Snow,Wet,Bus,Fatal,2,0,Low
7ea0ac36,2024-05-10 08:00:00,Residential Zone,Rain,Under Construction,Motorcycle,Severe,4,2,High
723a8b36,2024-05-10 09:00:00,Downtown,Clear,Icy,Car,Fatal,2,0,Moderate
d31ce497,2024-05-10 10:00:00,Downtown,Rain,Dry,Motorcycle,Moderate,4,6,Low
c8d5b0db,2024-05-10 11:00:00,Highway,Clear,Icy,Truck,Fatal,4,6,High
780abc3b,2024-05-10 12:00:00,Residential Zone,Snow,Dry,Truck,Fatal,1,0,High
b4461c7c,2024-05-10 13:00:00,Industrial Area,Fog,Wet,Truck,Fatal,3,4,Low
d2764eb2,2024-05-10 14:00:00,Highway,Storm,Wet,Bus,Severe,3,8,Low
151821ef,2024-05-10 15:00:00,Highway,Snow,Wet,Car,Fatal,4,9,Low
d147fc1b,2024-05-10 16:00:00,Downtown,Clear,Icy,Bicycle,Severe,2,1,Low
7902c9f4,2024-05-10 17:00:00,Suburbs,Fog,Wet,Motorcycle,Moderate,1,3,High
a872f7a0,2024-05-10 18:00:00,Industrial Area,Clear,Icy,Bicycle,Fatal,1,9,Low
95534bf0,2024-05-10 19:00:00,Residential Zone,Rain,Dry,Bicycle,Moderate,1,0,Low
b88e8090,2024-05-10 20:00:00,Residential Zone,Clear,Dry,Truck,Fatal,3,1,Low
2379a020,2024-05-10 21:00:00,Highway,Fog,Wet,Car,Minor,1,7,High
e4305884,2024-05-10 22:00:00,Downtown,Fog,Icy,Car,Minor,2,3,Low
a65a78ff,2024-05-10 23:00:00,Residential Zone,Clear,Icy,Motorcycle,Fatal,1,0,High
be3b58e6,2024-05-11 00:00:00,Suburbs,Clear,Icy,Car,Fatal,1,3,Moderate
a7c8e1fd,2024-05-11 01:00:00,Industrial Area,Rain,Wet,Motorcycle,Moderate,1,7,High
3331521e,2024-05-11 02:00:00,Suburbs,Snow,Under Construction,Bicycle,Severe,1,0,Moderate
df6c5da4,2024-05-11 03:00:00,Downtown,Fog,Wet,Car,Severe,4,2,High
93df2453,2024-05-11 04:00:00,Industrial Area,Snow,Dry,Bicycle,Moderate,3,4,Low
650af486,2024-05-11 05:00:00,Residential Zone,Fog,Wet,Bicycle,Minor,4,8,Low
63885c7a,2024-05-11 06:00:00,Suburbs,Storm,Wet,Motorcycle,Moderate,4,7,High
118052c8,2024-05-11 07:00:00,Highway,Fog,Dry,Bicycle,Moderate,1,7,Low
63f85045,2024-05-11 08:00:00,Downtown,Clear,Under Construction,Truck,Severe,2,1,High
21812084,2024-05-11 09:00:00,Residential Zone,Storm,Under Construction,Truck,Minor,1,4,High
95e3cd16,2024-05-11 10:00:00,Highway,Rain,Dry,Truck,Minor,1,3,High
2065c016,2024-05-11 11:00:00,Suburbs,Rain,Under Construction,Motorcycle,Severe,4,9,Low
b613a45d,2024-05-11 12:00:00,Industrial Area,Storm,Wet,Truck,Moderate,1,2,Moderate
7c2a3ea1,2024-05-11 13:00:00,Industrial Area,Rain,Icy,Truck,Moderate,4,7,Moderate
84319645,2024-05-11 14:00:00,Downtown,Clear,Dry,Truck,Minor,4,2,High
45df1c96,2024-05-11 15:00:00,Industrial Area,Fog,Under Construction,Truck,Severe,2,9,High
3aa426f6,2024-05-11 16:00:00,Downtown,Rain,Wet,Motorcycle,Fatal,4,9,Low
d3a032a9,2024-05-11 17:00:00,Suburbs,Fog,Wet,Truck,Moderate,2,3,Low
f5a3e15c,2024-05-11 18:00:00,Downtown,Snow,Icy,Bus,Moderate,2,4,Low
81cb3167,2024-05-11 19:00:00,Downtown,Snow,Under Construction,Bicycle,Severe,2,7,Low
1fa83b5b,2024-05-11 20:00:00,Residential Zone,Fog,Dry,Bicycle,Fatal,4,6,High
6fedbf90,2024-05-11 21:00:00,Suburbs,Fog,Icy,Motorcycle,Fatal,2,4,Low
c3b0e7f4,2024-05-11 22:00:00,Industrial Area,Rain,Under Construction,Motorcycle,Fatal,1,6,Low
d4196215,2024-05-11 23:00:00,Industrial Area,Storm,Wet,Car,Minor,3,0,High
e6d08558,2024-05-12 00:00:00,Downtown,Fog,Icy,Motorcycle,Severe,4,0,Moderate
7f4e56ca,2024-05-12 01:00:00,Residential Zone,Clear,Icy,Bicycle,Fatal,4,4,Low
5c4bdd0b,2024-05-12 02:00:00,Residential Zone,Storm,Under Construction,Bicycle,Moderate,2,1,Low
b0923d56,2024-05-12 03:00:00,Highway,Clear,Under Construction,Bus,Minor,3,3,Moderate
67277e8c,2024-05-12 04:00:00,Suburbs,Storm,Under Construction,Motorcycle,Moderate,2,9,Moderate
1302007e,2024-05-12 05:00:00,Residential Zone,Storm,Wet,Motorcycle,Fatal,2,3,Low
02b596d9,2024-05-12 06:00:00,Residential Zone,Clear,Dry,Truck,Moderate,2,6,High
fb190f02,2024-05-12 07:00:00,Downtown,Rain,Under Construction,Truck,Severe,1,4,Moderate
ed4deee2,2024-05-12 08:00:00,Downtown,Storm,Under Construction,Car,Severe,3,6,High
77ae1a7b,2024-05-12 09:00:00,Suburbs,Storm,Under Construction,Truck,Fatal,3,9,Moderate
2124c788,2024-05-12 10:00:00,Industrial Area,Snow,Dry,Car,Moderate,2,1,Moderate
1504421d,2024-05-12 11:00:00,Industrial Area,Rain,Under Construction,Bus,Fatal,2,4,Moderate
f6a11c16,2024-05-12 12:00:00,Residential Zone,Storm,Under Construction,Motorcycle,Moderate,3,6,Moderate
6fac2db0,2024-05-12 13:00:00,Suburbs,Clear,Under Construction,Bicycle,Fatal,1,2,Low
d9ead478,2024-05-12 14:00:00,Downtown,Rain,Icy,Motorcycle,Minor,4,3,Moderate
d2c8c55d,2024-05-12 15:00:00,Residential Zone,Clear,Dry,Motorcycle,Fatal,4,5,Moderate
459b57b9,2024-05-12 16:00:00,Downtown,Clear,Under Construction,Motorcycle,Fatal,3,5,Moderate
c011ba54,2024-05-12 17:00:00,Highway,Clear,Dry,Truck,Moderate,3,0,Low
348b3ffa,2024-05-12 18:00:00,Suburbs,Snow,Wet,Bicycle,Fatal,1,4,Low
e72e67cc,2024-05-12 19:00:00,Suburbs,Clear,Wet,Car,Minor,4,9,Moderate
ba46a8fc,2024-05-12 20:00:00,Industrial Area,Rain,Under Construction,Motorcycle,Severe,4,6,High
742a141e,2024-05-12 21:00:00,Industrial Area,Rain,Icy,Motorcycle,Minor,2,9,Low
00e7b0c0,2024-05-12 22:00:00,Suburbs,Clear,Under Construction,Bus,Fatal,2,1,Moderate
fbbe57c7,2024-05-12 23:00:00,Residential Zone,Clear,Icy,Truck,Severe,3,2,High
abd46720,2024-05-13 00:00:00,Suburbs,Storm,Under Construction,Bicycle,Severe,1,8,High
47f174b2,2024-05-13 01:00:00,Industrial Area,Snow,Dry,Car,Fatal,3,6,Moderate
982c70ad,2024-05-13 02:00:00,Downtown,Snow,Under Construction,Motorcycle,Moderate,2,7,Moderate
d8d0ee75,2024-05-13 03:00:00,Highway,Rain,Under Construction,Motorcycle,Severe,4,6,Low
9a997053,2024-05-13 04:00:00,Residential Zone,Storm,Under Construction,Truck,Severe,1,1,Moderate
2af36b57,2024-05-13 05:00:00,Downtown,Clear,Wet,Bicycle,Severe,2,2,High
1b4d43d3,2024-05-13 06:00:00,Industrial Area,Rain,Dry,Bicycle,Moderate,2,4,Low
85703cc9,2024-05-13 07:00:00,Industrial Area,Snow,Wet,Truck,Minor,3,4,Moderate
5b159c98,2024-05-13 08:00:00,Residential Zone,Rain,Wet,Truck,Fatal,3,3,High
604c5abe,2024-05-13 09:00:00,Residential Zone,Rain,Icy,Motorcycle,Fatal,3,0,Low
11eb093c,2024-05-13 10:00:00,Suburbs,Fog,Wet,Truck,Minor,3,2,High
f671e667,2024-05-13 11:00:00,Suburbs,Clear,Icy,Bicycle,Minor,3,7,Low
76afdfeb,2024-05-13 12:00:00,Suburbs,Storm,Dry,Car,Severe,4,4,Moderate
75fedabe,2024-05-13 13:00:00,Residential Zone,Fog,Wet,Bicycle,Minor,4,3,Low
7d282e3c,2024-05-13 14:00:00,Industrial Area,Fog,Wet,Bus,Severe,2,4,High
b427086e,2024-05-13 15:00:00,Suburbs,Snow,Under Construction,Car,Minor,2,1,Low
8c521b29,2024-05-13 16:00:00,Downtown,Clear,Icy,Bus,Fatal,2,6,High
c6d2dfc5,2024-05-13 17:00:00,Residential Zone,Rain,Icy,Truck,Minor,4,7,High
0cb823e7,2024-05-13 18:00:00,Residential Zone,Snow,Wet,Car,Severe,1,6,Moderate
674d5150,2024-05-13 19:00:00,Suburbs,Fog,Wet,Bus,Fatal,1,1,Moderate
0b3a9c10,2024-05-13 20:00:00,Downtown,Fog,Icy,Motorcycle,Severe,4,7,High
3d90fffc,2024-05-13 21:00:00,Suburbs,Clear,Wet,Bus,Severe,3,3,Low
17d79b17,2024-05-13 22:00:00,Industrial Area,Rain,Dry,Motorcycle,Moderate,1,8,Low
9c90dbc2,2024-05-13 23:00:00,Residential Zone,Storm,Dry,Truck,Severe,2,1,Moderate
2ecb240e,2024-05-14 00:00:00,Downtown,Rain,Dry,Motorcycle,Minor,4,2,Low
2f41f37f,2024-05-14 01:00:00,Industrial Area,Clear,Dry,Motorcycle,Moderate,4,5,Low
e70a4dc8,2024-05-14 02:00:00,Highway,Rain,Icy,Motorcycle,Minor,2,4,Low
3f18bd8b,2024-05-14 03:00:00,Industrial Area,Rain,Under Construction,Car,Minor,2,9,High
4577f6e8,2024-05-14 04:00:00,Residential Zone,Clear,Dry,Motorcycle,Fatal,3,7,Low
54a6f75e,2024-05-14 05:00:00,Suburbs,Storm,Dry,Bus,Minor,1,3,High
a9ab17ba,2024-05-14 06:00:00,Downtown,Storm,Dry,Bus,Minor,4,5,High
0d3325f0,2024-05-14 07:00:00,Highway,Snow,Dry,Truck,Severe,2,1,Moderate
65ddee2e,2024-05-14 08:00:00,Downtown,Snow,Wet,Motorcycle,Moderate,2,7,Moderate
1f0e12f0,2024-05-14 09:00:00,Downtown,Storm,Icy,Truck,Fatal,3,3,Moderate
33a23cf1,2024-05-14 10:00:00,Highway,Fog,Icy,Bicycle,Severe,1,9,Low
e5cf12c4,2024-05-14 11:00:00,Highway,Rain,Under Construction,Truck,Minor,2,3,High
3e6b7eb3,2024-05-14 12:00:00,Suburbs,Clear,Wet,Car,Fatal,1,3,Low
7921404a,2024-05-14 13:00:00,Suburbs,Fog,Icy,Truck,Moderate,3,7,High
8d1e2b5e,2024-05-14 14:00:00,Industrial Area,Snow,Under Construction,Car,Fatal,4,3,Moderate
887ed5f2,2024-05-14 15:00:00,Downtown,Snow,Under Construction,Truck,Moderate,3,9,Moderate
f7df84a9,2024-05-14 16:00:00,Suburbs,Fog,Dry,Bus,Minor,3,6,High
1e151aae,2024-05-14 17:00:00,Residential Zone,Rain,Under Construction,Motorcycle,Moderate,4,4,Moderate
d7cdfc57,2024-05-14 18:00:00,Residential Zone,Clear,Wet,Car,Minor,4,0,Low
4fda7fad,2024-05-14 19:00:00,Downtown,Rain,Dry,Motorcycle,Minor,1,1,Low
d037a354,2024-05-14 20:00:00,Downtown,Storm,Dry,Truck,Moderate,3,8,Moderate
ef934dcc,2024-05-14 21:00:00,Downtown,Snow,Wet,Bus,Severe,2,3,Moderate
55a7fbda,2024-05-14 22:00:00,Suburbs,Rain,Wet,Bicycle,Minor,2,8,Moderate
1bf0d80f,2024-05-14 23:00:00,Suburbs,Rain,Dry,Bicycle,Fatal,2,6,Low
146af376,2024-05-15 00:00:00,Suburbs,Clear,Icy,Motorcycle,Severe,4,4,Low
65aa964f,2024-05-15 01:00:00,Highway,Rain,Wet,Truck,Moderate,2,6,Moderate
dce53ffc,2024-05-15 02:00:00,Highway,Storm,Wet,Truck,Fatal,2,9,High
1b165fbf,2024-05-15 03:00:00,Industrial Area,Fog,Dry,Bus,Fatal,3,8,Moderate
a296b435,2024-05-15 04:00:00,Highway,Snow,Icy,Car,Minor,4,7,Moderate
53e4886c,2024-05-15 05:00:00,Suburbs,Rain,Under Construction,Bus,Severe,2,1,Moderate
b82f9475,2024-05-15 06:00:00,Highway,Storm,Under Construction,Truck,Fatal,4,7,Low
814e72da,2024-05-15 07:00:00,Highway,Rain,Wet,Motorcycle,Minor,2,0,High
41bdb79d,2024-05-15 08:00:00,Industrial Area,Clear,Dry,Bicycle,Fatal,3,4,Moderate
eec9346e,2024-05-15 09:00:00,Industrial Area,Rain,Under Construction,Bicycle,Severe,1,8,Moderate
cf7f8436,2024-05-15 10:00:00,Suburbs,Storm,Icy,Car,Fatal,3,1,Moderate
7c71d826,2024-05-15 11:00:00,Suburbs,Rain,Under Construction,Car,Moderate,3,6,Low
558cdbc7,2024-05-15 12:00:00,Residential Zone,Rain,Under Construction,Car,Moderate,3,2,High
0c23ba9e,2024-05-15 13:00:00,Downtown,Snow,Wet,Bus,Minor,3,9,Low
b0f0c04c,2024-05-15 14:00:00,Industrial Area,Rain,Icy,Truck,Moderate,4,1,Low
849913f2,2024-05-15 15:00:00,Residential Zone,Snow,Under Construction,Car,Moderate,2,7,Moderate
4fa4ab53,2024-05-15 16:00:00,Downtown,Clear,Wet,Bus,Moderate,1,0,Low
2ccd84ed,2024-05-15 17:00:00,Highway,Snow,Dry,Motorcycle,Moderate,4,5,Moderate
92fb5faf,2024-05-15 18:00:00,Downtown,Rain,Wet,Bus,Moderate,1,2,Moderate
814692b6,2024-05-15 19:00:00,Highway,Storm,Icy,Motorcycle,Severe,3,2,Low
db8d296c,2024-05-15 20:00:00,Downtown,Fog,Dry,Car,Minor,4,1,Moderate
91af2a04,2024-05-15 21:00:00,Highway,Fog,Dry,Bicycle,Moderate,1,7,High
a09930ef,2024-05-15 22:00:00,Downtown,Storm,Wet,Truck,Minor,3,4,High
2c03723e,2024-05-15 23:00:00,Downtown,Fog,Wet,Truck,Moderate,2,1,High
b4503c44,2024-05-16 00:00:00,Residential Zone,Rain,Dry,Truck,Minor,1,0,Moderate
c386392e,2024-05-16 01:00:00,Suburbs,Rain,Wet,Motorcycle,Moderate,2,7,Moderate
f46370c9,2024-05-16 02:00:00,Downtown,Storm,Dry,Motorcycle,Moderate,4,6,Low
53dccddc,2024-05-16 03:00:00,Highway,Storm,Wet,Motorcycle,Minor,4,0,Low
a8f0ff4e,2024-05-16 04:00:00,Residential Zone,Storm,Under Construction,Bicycle,Minor,2,5,Low
3efb070a,2024-05-16 05:00:00,Highway,Clear,Under Construction,Bicycle,Fatal,1,0,Low
5098487f,2024-05-16 06:00:00,Suburbs,Storm,Dry,Bicycle,Severe,4,9,High
c7ab63e1,2024-05-16 07:00:00,Downtown,Storm,Icy,Car,Moderate,4,3,Moderate
023179d9,2024-05-16 08:00:00,Residential Zone,Storm,Dry,Motorcycle,Moderate,2,1,Low
f53d1cba,2024-05-16 09:00:00,Residential Zone,Snow,Under Construction,Motorcycle,Fatal,1,6,Low
b3d4091c,2024-05-16 10:00:00,Downtown,Rain,Icy,Truck,Minor,4,1,High
5ffcb813,2024-05-16 11:00:00,Downtown,Clear,Under Construction,Car,Moderate,4,2,Moderate
167159a5,2024-05-16 12:00:00,Highway,Clear,Wet,Truck,Moderate,2,3,Low
b12ff114,2024-05-16 13:00:00,Suburbs,Rain,Icy,Motorcycle,Minor,3,8,Moderate
2d473800,2024-05-16 14:00:00,Industrial Area,Clear,Icy,Car,Minor,4,8,Low
e8c46592,2024-05-16 15:00:00,Residential Zone,Storm,Wet,Motorcycle,Severe,4,2,Moderate
2c8afd2a,2024-05-16 16:00:00,Suburbs,Clear,Icy,Bicycle,Fatal,2,8,High
b8378e39,2024-05-16 17:00:00,Industrial Area,Snow,Icy,Motorcycle,Severe,4,0,High
58febb2c,2024-05-16 18:00:00,Industrial Area,Fog,Dry,Truck,Severe,4,6,High
3bfef791,2024-05-16 19:00:00,Suburbs,Rain,Wet,Car,Moderate,4,9,High
2babb086,2024-05-16 20:00:00,Highway,Clear,Icy,Car,Moderate,1,3,Low
412d817c,2024-05-16 21:00:00,Highway,Storm,Dry,Car,Severe,3,8,High
d2aaefcc,2024-05-16 22:00:00,Suburbs,Fog,Icy,Bicycle,Minor,1,6,Low
5c44b9db,2024-05-16 23:00:00,Highway,Storm,Wet,Car,Severe,1,1,Low
103d2a83,2024-05-17 00:00:00,Industrial Area,Fog,Dry,Car,Severe,3,5,Moderate
7044703e,2024-05-17 01:00:00,Downtown,Rain,Icy,Car,Moderate,2,7,Low
945bf1da,2024-05-17 02:00:00,Industrial Area,Fog,Wet,Bicycle,Minor,1,4,Low
6a2677b8,2024-05-17 03:00:00,Highway,Clear,Dry,Car,Minor,2,3,Low
99309d3e,2024-05-17 04:00:00,Suburbs,Storm,Under Construction,Car,Fatal,2,2,Moderate
6612f13d,2024-05-17 05:00:00,Industrial Area,Snow,Wet,Bicycle,Severe,3,4,Low
c7dcab3f,2024-05-17 06:00:00,Residential Zone,Rain,Wet,Bicycle,Severe,2,3,High
33168bb9,2024-05-17 07:00:00,Highway,Snow,Wet,Bus,Severe,3,5,Low
62785232,2024-05-17 08:00:00,Suburbs,Storm,Dry,Car,Fatal,4,0,Low
1b2c3820,2024-05-17 09:00:00,Residential Zone,Fog,Dry,Car,Moderate,4,3,Moderate
566c61e1,2024-05-17 10:00:00,Highway,Rain,Icy,Truck,Severe,4,4,Moderate
9389fe22,2024-05-17 11:00:00,Suburbs,Storm,Icy,Motorcycle,Moderate,4,9,High
4f9b9e82,2024-05-17 12:00:00,Highway,Clear,Dry,Bicycle,Severe,3,3,High
897303ba,2024-05-17 13:00:00,Suburbs,Fog,Under Construction,Truck,Moderate,4,8,High
57257c4a,2024-05-17 14:00:00,Industrial Area,Clear,Dry,Bicycle,Severe,3,2,High
449f7a8f,2024-05-17 15:00:00,Industrial Area,Storm,Dry,Motorcycle,Minor,4,1,Moderate
80ad5fbf,2024-05-17 16:00:00,Highway,Rain,Wet,Truck,Minor,4,2,Low
d6ab6b12,2024-05-17 17:00:00,Highway,Storm,Dry,Car,Moderate,1,5,Low
22efb390,2024-05-17 18:00:00,Industrial Area,Clear,Dry,Truck,Minor,2,6,High
